species,order,common_name,invasivness,interdigitation,Reference link url,,,,,
Equus_hemionus,Perissodactyla,onager,Epitheliochorial,Villous,http://placentation.ucsd.edu/kiang.html,,,,,
Equus_kiang,Perissodactyla,kiang,Epitheliochorial,Trabecular,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D55,,,,,
Equus_quagga,Perissodactyla,plains_zebra,Epitheliochorial,Villous,,,,,,
Equus_zebra,Perissodactyla,mountain_zebra,Epitheliochorial,Villous,http://placentation.ucsd.edu/zeb.htm,,,,,
Rhinoceros_unicornis,Perissodactyla,Indian_rhinoceros,Epitheliochorial,Villous,http://placentation.ucsd.edu/rhino.html,,,,,
Tapirus_bairdii,Perissodactyla,Baird's_tapir,Epitheliochorial,Villous,http://placentation.ucsd.edu/tapirfs.html,,,,,
Tapirus_indicus,Perissodactyla,Malayan_tapir,Epitheliochorial,Villous,http://placentation.ucsd.edu/tapirfs.html,,,,,
Tapirus_pinchaque,Perissodactyla,mountain_tapir,Epitheliochorial,Villous,,,,,,
Tapirus_terrestris,Perissodactyla,South_American tapir,Epitheliochorial,Trabecular,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D117,,,,,
Manis_tricuspis,Pholidota,tree_pangolin,Epitheliochorial,Villous,http://placentation.ucsd.edu/pangolinfs.htm,,,,,
Bradypus_pygmaeus,Pilosa,pygmy_three-toed sloth,Endotheliochorial,Trabecular,,,,,,
Bradypus_torquatus,Pilosa,maned_sloth,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D25,,,,,
Bradypus_tridactylus,Pilosa,pale-throated_sloth,Endotheliochorial,Trabecular,http://placentation.ucsd.edu/sloth.htm,,,,,
Bradypus_variegatus,Pilosa,brown-throated_sloth,Endotheliochorial,Trabecular,,,,,,
Choloepus_didactylus,Pilosa,Linnaeus's_two-toed sloth,Endotheliochorial,Trabecular,http://placentation.ucsd.edu/chol.html,,,,,
Choloepus_hoffmanni,Pilosa,Hoffmann's_two-toed sloth,Endotheliochorial,Trabecular,http://placentation.ucsd.edu/chol.html,,,,,
Cyclopes_didactylus,Pilosa,silky_anteater,Hemochorial,Trabecular,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D44,,,,,
Myrmecophaga_tridactyla,Pilosa,giant_anteater,Hemochorial,Trabecular,http://placentation.ucsd.edu/antfs.htm,,,,,
Tamandua_tetradactyla,Pilosa,southern_tamandua,Hemochorial,Trabecular,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D84,,,,,
Allenopithecus_nigroviridis,Primates,Allen's_swamp monkey,Hemochorial,Labyrinthine,,,,,,
Allochrocebus_lhoesti,Primates,mountain_monkey,Hemochorial,Trabecular,,,,,,
Alouatta_caraya,Primates,black_howler,Hemochorial,Villous,,,,,,
Alouatta_palliata,Primates,mantled_howler,Hemochorial,Villous,http://placentation.ucsd.edu/howlerfs.htm,,,,,
Alouatta_seniculus,Primates,Colombian_red howler,Hemochorial,Trabecular,http://placentation.ucsd.edu/howler.html,,,,,
Aotus_trivirgatus,Primates,three-striped_night monkey,Hemochorial,Villous,,,,,,
Arctocebus_aureus,Primates,golden_angwantibo,Epitheliochorial,Villous,,,,,,
Ateles,Primates,Spider_monkey,Hemochorial,Villous,http://placentation.ucsd.edu/mon.html,,,,,
Ateles_fusciceps,Primates,black-headed_spider monkey,Hemochorial,Trabecular,http://placentation.ucsd.edu/mon.html,,,,,
Ateles_geoffroyi,Primates,Geoffroys_spider monkey,Hemochorial,Trabecular,http://placentation.ucsd.edu/mon.html,,,,,
Ateles_paniscus,Primates,red-faced_spider monkey,Hemochorial,Trabecular,http://placentation.ucsd.edu/mon.html,,,,,
Cacajao_calvus,Primates,bald_uakari,Hemochorial,Villous,,,,,,
Cacajao_melanocephalus,Primates,golden-backed_uakari,Hemochorial,Villous,,,,,,
Callicebus_donacophilus,Primates,white-eared_titi,Hemochorial,Villous,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/,,,,,
Callicebus_modestus,Primates,Rio_Beni titi,Hemochorial,Villous,,,,,,
Callicebus_moloch,Primates,red-bellied_titi,Hemochorial,Villous,,,,,,
Callicebus_oenanthe,Primates,Rio_Mayo titi,Hemochorial,Villous,,,,,,
Callimico_goeldii,Primates,Goeldi's_marmoset,Hemochorial,Trabecular,,,,,,
Callithrix_geoffroyi,Primates,white-headed_marmoset,Hemochorial,Trabecular,,,,,,
Callithrix_jacchus,Primates,common_marmoset,Hemochorial,Trabecular,,,,,,
Callithrix_kuhlii,Primates,Wied's_marmoset,Hemochorial,Trabecular,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/,,,,,
Callithrix_penicillata,Primates,black-tufted_marmoset,Hemochorial,Trabecular,,,,,,
Callithrix_pygmaea,Primates,pygmy_marmoset,Hemochorial,Trabecular,,,,,,
Cebuella_pygmaea,Primates,western_pygmy marmoset,Hemochorial,Trabecular,,,,,,
Cebus_albifrons,Primates,Humboldt's_white-fronted capuchin,Hemochorial,Trabecular,http://placentation.ucsd.edu/capuchin.htm,,,,,
Cebus_apella,Primates,tufted_capuchin,Hemochorial,Trabecular,http://placentation.ucsd.edu/capuchin.htm,,,,,
Cebus_capucinus,Primates,Colombian_white-faced capuchin,Hemochorial,Trabecular,http://placentation.ucsd.edu/capuchin.htm,,,,,
Cebus_imitator,Primates,Panamanian_white-faced capuchin,Hemochorial,Trabecular,,,,,,
Cercocebus_agilis,Primates,agile_mangabey,Hemochorial,Trabecular,,,,,,
Cercocebus_chrysogaster,Primates,golden-bellied_mangabey,Hemochorial,Trabecular,,,,,,
Cercocebus_torquatus,Primates,collared_mangabey,Hemochorial,Trabecular,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/,,,,,
Cercopithecus_ascanius,Primates,red-tailed_monkey,Hemochorial,Trabecular,http://placentation.ucsd.edu/lesserspotnosedmonkey.htm,,,,,
Cercopithecus_cephus,Primates,moustached_guenon,Hemochorial,Trabecular,http://placentation.ucsd.edu/kolb.html,,,,,
Cercopithecus_diana,Primates,Diana_monkey,Hemochorial,Trabecular,http://placentation.ucsd.edu/kolb.html,,,,,
Cercopithecus_hamlyni,Primates,Hamlyn's_monkey,Hemochorial,Trabecular,http://placentation.ucsd.edu/kolb.html,,,,,
Cercopithecus_lhoesti,Primates,L'Hoest's_monkey,Hemochorial,Trabecular,,,,,,
Cercopithecus_mitis,Primates,blue_monkey,Hemochorial,Trabecular,http://placentation.ucsd.edu/kolb.html,,,,,
Cercopithecus_mona,Primates,mona_monkey,Hemochorial,Trabecular,http://placentation.ucsd.edu/lesserspotnosedmonkey.htm,,,,,
Cercopithecus_neglectus,Primates,De_Brazza's monkey,Hemochorial,Trabecular,,,,,,
Cercopithecus_nictitans,Primates,greater_spot-nosed monkey,Hemochorial,Trabecular,http://placentation.ucsd.edu/lesserspotnosedmonkey.htm,,,,,
Cercopithecus_petaurista,Primates,lesser_spot-nosed monkey,Hemochorial,Trabecular,http://placentation.ucsd.edu/lesserspotnosedmonkey.htm,,,,,
Cercopithecus_pogonias,Primates,crested_mona monkey,Hemochorial,Trabecular,,,,,,
Cheirogaleus_medius,Primates,fat-tailed_dwarf lemur,Epitheliochorial,Villous,,,,,,
Chlorocebus_aethiops,Primates,grivet,Hemochorial,Trabecular,,,,,,
Chlorocebus_pygerythrus,Primates,vervet_monkey,Hemochorial,Trabecular,,,,,,
Chlorocebus_sabaeus,Primates,green_monkey,Hemochorial,Trabecular,,,,,,
Colobus_angolensis,Primates,Angola_colobus,Hemochorial,Trabecular,http://placentation.ucsd.edu/colob.htm,,,,,
Colobus_guereza,Primates,mantled_guereza,Hemochorial,Trabecular,,,,,,
Daubentonia_madagascariensis,Primates,aye-aye,Epitheliochorial,Villous,,,,,,
Erythrocebus_patas,Primates,patas_monkey,Hemochorial,Trabecular,http://placentation.ucsd.edu/patas.html,,,,,
Eulemur_albifrons,Primates,white-headed_lemur,Epitheliochorial,Villous,,,,,,
Eulemur_collaris,Primates,collared_brown lemur,Epitheliochorial,Villous,http://placentation.ucsd.edu/brlemur.htm,,,,,
Eulemur_coronatus,Primates,crowned_lemur,Epitheliochorial,Villous,,,,,,
Eulemur_fulvus,Primates,common_brown lemur,Epitheliochorial,Villous,http://placentation.ucsd.edu/brlemur.htm,,,,,
Eulemur_macaco,Primates,black_lemur,Epitheliochorial,Villous,,,,,,
Eulemur_mongoz,Primates,mongoose_lemur,Epitheliochorial,Villous,,,,,,
Eulemur_rubriventer,Primates,red-bellied_lemur,Epitheliochorial,Villous,,,,,,
Eulemur_rufus,Primates,red_lemur,Epitheliochorial,Villous,,,,,,
Eulemur_sanfordi,Primates,Sanford's_brown lemur,Epitheliochorial,Villous,,,,,,
Galago_moholi,Primates,Mohol_bushbaby,Epitheliochorial,Villous,,,,,,
Galago_senegalensis,Primates,Senegal_bushbaby,Epitheliochorial,Villous,https://www.ncbi.nlm.nih.gov/pubmed/16174532,,,,,
Gorilla_gorilla,Primates,western_gorilla,Hemochorial,Villous,,,,,,
Hapalemur_alaotrensis,Primates,Lac_Alaotra bamboo lemur,Epitheliochorial,Villous,https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/varecia,,,,,
Hapalemur_griseus,Primates,eastern_lesser bamboo lemur,Epitheliochorial,Villous,,,,,,
Homo_sapiens,Primates,Humans,Hemochorial,Villous,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D67,,,,,
Hylobates_agilis,Primates,agile_gibbon,Hemochorial,Villous,,,,,,
Hylobates_concolor,Primates,black_crested gibbon,Hemochorial,Villous,,,,,,
Hylobates_gabriellae,Primates,yellow-cheeked_crested gibbon,Hemochorial,Villous,,,,,,
Hylobates_hoolock,Primates,hoolock_gibbons,Hemochorial,Villous,,,,,,
Hylobates_lar,Primates,lar_gibbon,Hemochorial,Villous,,,,,,
Hylobates_leucogenys,Primates,northern_white-cheeked gibbon,Hemochorial,Villous,,,,,,
Hylobates_pileatus,Primates,pileated_gibbon,Hemochorial,Villous,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,,,,,
Indri_indri,Primates,indri,Epitheliochorial,Villous,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D69,,,,,
Lagothrix_cana,Primates,gray_woolly monkey,Hemochorial,Villous,http://placentation.ucsd.edu/woolly.htm,,,,,
Lagothrix_lagotricha,Primates,brown_woolly monkey,Hemochorial,Trabecular,http://placentation.ucsd.edu/woolly.htm,,,,,
Leontopithecus_chrysomelas,Primates,golden-headed_lion tamarin,Hemochorial,Trabecular,http://placentation.ucsd.edu/tam.html,,,,,
Leontopithecus_midas,Primates,lion_tamrin,Hemochorial,Trabecular,http://placentation.ucsd.edu/tam.html,,,,,
Leontopithecus_rosalia,Primates,golden_liontamarin,Hemochorial,Trabecular,http://placentation.ucsd.edu/tam.html,,,,,
Lophocebus_aterrimus,Primates,black_crested mangabey,Hemochorial,Villous,,,,,,
Loris_tardigradus,Primates,red_slender loris,Epitheliochorial,Villous,,,,,,
Macaca_fascicularis,Primates,crab-eating_macaque,Hemochorial,Trabecular,,,,,,
Macaca_fuscata,Primates,Japanese_macaque,Hemochorial,Trabecular,,,,,,
Macaca_mulatta,Primates,rhesus_macaque,Hemochorial,Trabecular,,,,,,
Macaca_nigra,Primates,Celebes_crested macaque,Hemochorial,Trabecular,http://placentation.ucsd.edu/macfs.html,,,,,
Macaca_radiata,Primates,bonnet_macaque,Hemochorial,Trabecular,,,,,,
Macaca_silenus,Primates,lion-tailed_macaque,Hemochorial,Trabecular,,,,,,
Mandrillus_sphinx,Primates,mandrill,Hemochorial,Trabecular,,,,,,
Microcebus_murinus,Primates,gray_mouse lemur,Epitheliochorial,Villous,,,,,,
Miopithecus_talapoin,Primates,Angolan_talapoin,Hemochorial,Trabecular,,,,,,
Mirza_coquereli,Primates,Coquerel's_giant mouse lemur,Epitheliochorial,Villous,,,,,,
Nasalis_larvatus,Primates,proboscis_monkey,Hemochorial,Trabecular,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D29,,,,,
Nomascus_gabriellae,Primates,olden-cheeked_crested gibbon,Hemochorial,Villous,,,,,,
Nycticebus_coucang,Primates,Sunda_slow loris,Epitheliochorial,Villous,,,,,,
Nycticebus_pygmaeus,Primates,pygmy_slow loris,Epitheliochorial,Villous,http://placentation.ucsd.edu/pygmylorisfs.htm,,,,,
Otolemur_crassicaudatus,Primates,brown_greater galago,Epitheliochorial,Villous,,,,,,
Otolemur_garnettii,Primates,northern_greater galago,Epitheliochorial,Villous,https://en.wikipedia.org/wiki/Northern_greater_galago,,,,,
Pan_paniscus,Primates,bonobo,Hemochorial,Villous,,,,,,
Pan_troglodytes,Primates,chimpanzee,Hemochorial,Villous,http://placentation.ucsd.edu/bono.html,,,,,
Papio_anubis,Primates,olive_baboon,Hemochorial,Trabecular,,,,,,
Papio_hamadryas,Primates,hamadryas_baboon,Hemochorial,Villous,,,,,,
Papio_papio,Primates,Guinea_baboon,Hemochorial,Trabecular,,,,,,
Perodicticus_potto,Primates,potto,Epitheliochorial,Villous,,,,,,
Pithecia_pithecia,Primates,white-faced_saki,Hemochorial,Villous,http://placentation.ucsd.edu/saki.html,,,,,
Pongo_abelii,Primates,Sumatran_orangutan,Hemochorial,Villous,,,,,,
Pongo_pygmaeus,Primates,Bornean_orangutan,Hemochorial,Villous,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D66,,,,,
Propithecus_coquereli,Primates,Coquerel'ssifaka,Epitheliochorial,Villous,http://placentation.ucsd.edu/coquerel_fs.htm,,,,,
Propithecus_diadema,Primates,diademed_sifaka,Hemochorial,Villous,,,,,,
Propithecus_tattersalli,Primates,golden-crowned_sifaka,Hemochorial,Villous,,,,,,
Propithecus_verreauxi,Primates,Verreaux's_sifaka,Epitheliochorial,Villous,http://placentation.ucsd.edu/coquerel_fs.htm,,,,,
Pygathrix_nemaeus,Primates,red-shanked_douc,Hemochorial,Trabecular,http://placentation.ucsd.edu/douc.html,,,,,
Saguinus_bicolor,Primates,pied_tamarin,Hemochorial,Trabecular,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,,,,,
Saguinus_fuscicollis,Primates,brown-mantled_tamarin,Hemochorial,Trabecular,,,,,,
Saguinus_geoffroyi,Primates,Geoffroy's_tamarin,Hemochorial,Trabecular,,,,,,
Saguinus_imperator,Primates,emperor_tamarin,Hemochorial,Trabecular,,,,,,
Saguinus_midas,Primates,red-handed_tamarin,Hemochorial,Trabecular,,,,,,
Saguinus_oedipus,Primates,cotton-top_tamarin,Hemochorial,Trabecular,,,,,,
Saguinus_ursula,Primates,black_tamarin,Hemochorial,Trabecular,,,,,,
Saimiri_boliviensis,Primates,black-capped_squirrel monkey,Hemochorial,Trabecular,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3482116/,,,,,
Saimiri_sciureus,Primates,Guianan_squirrel monkey,Hemochorial,Trabecular,http://placentation.ucsd.edu/sqmonkey.html,,,,,
Semnopithecus_entellus,Primates,northern_plains gray langur,Hemochorial,Trabecular,,,,,,
Semnopithecus_hypoleucos,Primates,black-footed_gray langur,Hemochorial,Trabecular,,,,,,
Symphalangus_syndactylus,Primates,siamang,Hemochorial,Villous,,,,,,
Tarsius_spectrum,Primates,spectral_tarsier,Hemochorial,Trabecular,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D118,,,,,
Theropithecus_gelada,Primates,gelada,Hemochorial,Trabecular,,,,,,
Trachypithecus_auratus,Primates,East_Javan langur,Hemochorial,Villous,,,,,,
Trachypithecus_cristatus,Primates,silvery_lutung,Hemochorial,Villous,http://placentation.ucsd.edu/silvered_leaf_monkey_fs.htm,,,,,
Trachypithecus_delacouri,Primates,Delacour's_langur,Hemochorial,Villous,https://bioone.org/journals/Mammalian-Species/volume-43/issue-1/880.1/Trachypithecus-delacouri-Primates-Cercopithecidae/10.1644/880.1.full,,,,,
Trachypithecus_francoisi,Primates,Franois'_langur,Hemochorial,Villous,http://placentation.ucsd.edu/Francois.htm,,,,,
Trachypithecus_germaini,Primates,Germain's_langur,Hemochorial,Villous,,,,,,
Trachypithecus_obscurus,Primates,dusky_leaf monkey,Hemochorial,Villous,,,,,,
Trachypithecus_selangorensis,Primates,Selangor_silvered langur,Hemochorial,Villous,,,,,,
Trachypithecus_vetulus,Primates,purple-faced_langur,Hemochorial,Villous,,,,,,
Varecia_rubra,Primates,red_ruffed lemur,Epitheliochorial,Villous,,,,,,
Varecia_variegata,Primates,black-and-white_ruffed lemur,Epitheliochorial,Villous,http://placentation.ucsd.edu/lem.html,,,,,
elephas,Proboscidea,Asian_Elephant,Hemochorial,Labyrinthine,,,,,,
Elephas_maximus,Proboscidea,Asian_elephant,Endotheliochorial,Labyrinthine,,,,,,
Loxodonta_africana,Proboscidea,African_bush elephant,Endotheliochorial,Labyrinthine,https://www.ncbi.nlm.nih.gov/pubmed/12828919,,,,,
Acomys_cahirinus,Rodentia,Cairo_spiny mouse,Hemochorial,Labyrinthine,,,,,,
Agouti_paca,Rodentia,lowland_paca,Hemochorial,Labyrinthine,,,,,,
Ammospermophilus_harrisii,Rodentia,Harris's_antelope squirrel,Hemochorial,Labyrinthine,,,,,,
Ammospermophilus_leucurus,Rodentia,white-tailed_antelope squirrel,Hemochorial,Labyrinthine,,,,,,
Ammospermophilus_nelsoni,Rodentia,San_Joaquin antelope squirrel,Hemochorial,Labyrinthine,,,,,,
Anomalurus_beecrofti,Rodentia,Beecroft's_flying squirrel,Hemochorial,Trabecular,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D4,,,,,
Anomalurus_derbianus,Rodentia,Lord_Derby's scaly-tailed squirrel,Hemochorial,Trabecular,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D3,,,,,
Aplodontia_rufa,Rodentia,mountain_beaver,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D5,,,,,
Arvicola_terrestris,Rodentia,European_water vole,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D42,,,,,
Atherurus_africanus,Rodentia,African_brush-tailed porcupine,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D68,,,,,
Bandicota_indica,Rodentia,greater_bandicoot rat,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D82,,,,,
Bathyergus_janetta,Rodentia,Namaqua_dune mole-rat,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D7,,,,,
Callosciurus_prevostii,Rodentia,Prevost's_squirrel,Hemochorial,Villous,,,,,,
Callosciurus_quinquestriatus,Rodentia,Anderson's_squirrel,Hemochorial,Labyrinthine,,,,,,
Callospermophilus_lateralis,Rodentia,golden-mantled_ground squirrel,Hemochorial,Labyrinthine,,,,,,
Calomys_callosus,Rodentia,large_vesper mouse,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D41,,,,,
Capromys_pilorides,Rodentia,Desmarest's_hutia,Hemochorial,Labyrinthine,,,,,,
Castor_canadensis,Rodentia,North_American beaver,Hemochorial,Labyrinthine,http://placentation.ucsd.edu/beav.html,,,,,
Cavia_fulgida,Rodentia,shiny_guinea pig,Hemochorial,Labyrinthine,http://placentation.ucsd.edu/guinea.htm,,,,,
Cavia_porcellus,Rodentia,guinea_pig,Hemochorial,Labyrinthine,,,,,,
Cavia_tschudii,Rodentia,montane_guinea pig,Hemochorial,Labyrinthine,,,,,,
Chaetodipus_fallax,Rodentia,San_Diego pocket mouse,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D65,,,,,
Chinchilla_brevicaudata,Rodentia,short-tailed_chinchilla,Hemochorial,Labyrinthine,,,,,,
Chinchilla_chinchilla,Rodentia,short-tailed_chinchilla,Hemochorial,Labyrinthine,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,,,,,
Chinchilla_lanigera,Rodentia,long-tailed_chinchilla,Hemochorial,Labyrinthine,https://royalsocietypublishing.org/doi/full/10.1098/rsos.161098,,,,,
Clethrionomys_rutilus,Rodentia,northern_red-backed vole,Hemochorial,Labyrinthine,,,,,,
Coendou_mexicanus,Rodentia,Mexican_hairy dwarf porcupine,Hemochorial,Labyrinthine,,,,,,
Coendou_prehensilis,Rodentia,Brazilian_porcupine,Hemochorial,Labyrinthine,,,,,,
Coendou_rothschildi,Rodentia,Rothschild's_porcupine,Hemochorial,Labyrinthine,,,,,,
Crateromys_heaneyi,Rodentia,golden-mantled_ground squirrel,Hemochorial,Labyrinthine,,,,,,
Cricetomys_gambianus,Rodentia,Gambian_pouched rat,Hemochorial,Labyrinthine,,,,,,
Cricetulus_barabensis,Rodentia,Chinese_striped hamster,Hemochorial,Labyrinthine,,,,,,
Cricetulus_longicaudatus,Rodentia,long-tailed_dwarf hamster,Hemochorial,Labyrinthine,,,,,,
Ctenodactylus_gundi,Rodentia,common_gundi,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D43,,,,,
Cuniculus_paca,Rodentia,lowland_paca,Hemochorial,Labyrinthine,,,,,,
Cynomys_ludovicianus,Rodentia,black-tailed_prairie dog,Hemochorial,Labyrinthine,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jez.a.10292,,,,,
Dasyprocta_azarae,Rodentia,South_Americanagouti,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D49,,,,,
Dasyprocta_leporina,Rodentia,red-rumped_agouti,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D48,,,,,
Dasyprocta_punctata,Rodentia,Central_American agouti,Hemochorial,Labyrinthine,,,,,,
Dicrostonyx_groenlandicus,Rodentia,northern_collared lemming,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D38,,,,,
Dinomys_branick,Rodentia,pacarana,Hemochorial,Labyrinthine,,,,,,
Dipodomys_deserti,Rodentia,desert_kangaroo rat,Hemochorial,Labyrinthine,,,,,,
Dipodomys_merriami,Rodentia,Merriam's_kangaroo rat,Endotheliochorial,Labyrinthine,,,,,,
Dipodomys_ordii,Rodentia,Ord's_kangaroo rat,Endotheliochorial,Labyrinthine,,,,,,
Dipodomys_panamintinus,Rodentia,Panamint_kangaroo rat,Endotheliochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D64,,,,,
Dolichotis_patagonum,Rodentia,Patagonian_mara,Hemochorial,Labyrinthine,,,,,,
Erethizon_dorsatum,Rodentia,North_American porcupine,Hemochorial,Labyrinthine,,,,,,
Fukomys_damarensis,Rodentia,Damaraland_mole-rat,Hemochorial,Villous,,,,,,
Fukomys_mechowii,Rodentia,Mechow's_mole-rat,Hemochorial,Labyrinthine,,,,,,
Funambulus_pennantii,Rodentia,northern_palm squirrel,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D107,,,,,
Galea_musteloides,Rodentia,common_yellow-toothed cavy,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D28,,,,,
Geomys_bursarius,Rodentia,plains_pocket gopher,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D61,,,,,
Glaucomys_sabrinus,Rodentia,northern_flying squirrel,Hemochorial,Labyrinthine,,,,,,
Glaucomys_volans,Rodentia,southern_flying squirrel,Hemochorial,Labyrinthine,,,,,,
Heterocephalus_glaber,Rodentia,naked_mole-rat,Hemochorial,Labyrinthine,,,,,,
Hydrochaeris_hydrochaeris,Rodentia,capybara,Hemochorial,Labyrinthine,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D27,,,,,
Hydrochoerus_hydrochaeris,Rodentia,capybara,Hemochorial,Labyrinthine,,,,,,
Hylopetes_winstoni,Rodentia,Sumatran_flying squirrel,Hemochorial,Labyrinthine,,,,,,
Hystrix_africaeaustralis,Rodentia,Cape_porcupine,Hemochorial,Labyrinthine,,,,,,
Hystrix_cristata,Rodentia,crested_porcupine,Hemochorial,Labyrinthine,,,,,,
Hystrix_indica,Rodentia,Indian_crested porcupine,Hemochorial,Labyrinthine,,,,,,
Ictidomys_tridecemlineatus,Rodentia,thirteen-lined_ground squirrel,Hemochorial,Labyrinthine,,,,,,
Jaculus_jaculus,Rodentia,lesser_jerboa,Hemochorial,Labyrinthine,,,,,,
